Unit_ID,Region,Equipment_Type,Equipment_Quantity,Maintenance_Status,Fuel_Consumption_Litres,Supply_Requests,Delivery_Date,Delivery_Status,Personnel_Count,Operational_Readiness,Monthly_Cost_INR,Fuel_Consumption_Litres_was_missing,Personnel_Count_was_missing,Maintenance_Status_was_missing,Delivery_Status_was_missing,Fuel_Consumption_Litres_outlier,Monthly_Cost_INR_outlier,Delivery_Month,Cost_Per_Personnel,Readiness_Band
Unit-124,Eastern Command,Communication Equipment,180,Operational,3140.0,30,2026-02-24,In Transit,29.0,0.67,883074.77,False,False,False,False,False,False,2026-02,30450.85,Moderate
Unit-124,Northern Command,Transport Vehicle,31,Under Maintenance,3539.5,9,2026-01-17,Delayed,117.0,0.88,2392027.89,False,False,False,False,False,False,2026-01,20444.68,High
Unit-118,Southern Command,Communication Equipment,58,Operational,4030.6,34,2026-03-26,In Transit,93.0,0.79,1460228.21,False,False,False,False,False,False,2026-03,15701.38,Moderate
Unit-100,Southern Command,Communication Equipment,83,Under Maintenance,897.1,19,2026-05-18,Delayed,547.0,0.56,2284797.0,False,False,False,False,False,False,2026-05,4176.96,Low
Unit-109,Eastern Command,Transport Vehicle,7,Unknown,4219.3,27,2026-08-08,Cancelled,402.0,0.9,1485381.08,False,False,True,False,False,False,2026-08,3694.98,High
Unit-112,Southern Command,Medical Unit,183,Operational,4923.3,1,2026-06-03,In Transit,38.0,0.44,695504.3,False,False,False,False,False,False,2026-06,18302.74,Low
Unit-109,Western Command,Medical Unit,39,Awaiting Parts,3862.4,13,2026-02-20,In Transit,745.0,0.99,2493369.81,False,False,False,False,False,False,2026-02,3346.81,High
Unit-115,Eastern Command,Transport Vehicle,42,Decommissioned,4138.1,34,2026-03-30,Delayed,548.0,0.88,201033.74,False,False,False,False,False,False,2026-03,366.85,High
Unit-124,Western Command,Medical Unit,135,Operational,4370.4,11,2026-06-05,Delayed,196.0,0.48,1566798.04,False,False,False,False,False,False,2026-06,7993.87,Low
Unit-124,Eastern Command,Transport Vehicle,87,Decommissioned,4356.4,13,2026-01-22,Delayed,684.0,0.69,745884.14,False,False,False,False,False,False,2026-01,1090.47,Moderate
Unit-103,Southern Command,Transport Vehicle,165,Decommissioned,7134.462499999999,2,2026-05-30,Delayed,662.0,0.81,142791.32,False,False,False,False,True,False,2026-05,215.7,High
Unit-118,Western Command,Engineering Equipment,82,Under Maintenance,712.3,10,2026-04-25,Delayed,149.0,0.58,382023.93,False,False,False,False,False,False,2026-04,2563.92,Low
Unit-127,Central Command,Communication Equipment,85,Awaiting Parts,1958.3,31,2026-07-07,Delivered,531.0,0.74,557134.87,False,False,False,False,False,False,2026-07,1049.22,Moderate
Unit-124,Central Command,Communication Equipment,248,Unknown,4054.0,0,2026-08-03,In Transit,331.0,0.74,1969755.45,False,False,True,False,False,False,2026-08,5950.92,Moderate
Unit-106,Central Command,Communication Equipment,196,Operational,993.7,23,2026-06-22,Unknown,674.0,0.89,1409540.51,False,False,False,True,False,False,2026-06,2091.31,High
Unit-121,Central Command,Artillery Support,179,Awaiting Parts,4617.8,12,2026-08-04,Delayed,446.0,0.47,1133189.32,False,False,False,False,False,False,2026-08,2540.78,Low
Unit-106,Western Command,Engineering Equipment,65,Awaiting Parts,1934.3,19,2026-02-04,In Transit,706.0,0.89,895931.58,False,False,False,False,False,False,2026-02,1269.02,High
Unit-127,Eastern Command,Transport Vehicle,112,Under Maintenance,2152.8,9,2026-06-20,Cancelled,301.0,0.52,738591.78,False,False,False,False,False,False,2026-06,2453.79,Low
Unit-121,Central Command,Medical Unit,127,Under Maintenance,74.7,19,2026-02-22,Cancelled,671.0,0.97,691565.14,False,False,False,False,False,False,2026-02,1030.65,High
Unit-121,Southern Command,Engineering Equipment,238,Under Maintenance,2954.6,9,2026-03-19,In Transit,278.0,0.84,1400612.61,False,False,False,False,False,False,2026-03,5038.17,High
Unit-106,Eastern Command,Medical Unit,210,Decommissioned,7134.462499999999,16,2026-04-14,Cancelled,737.0,0.6,733702.64,False,False,False,False,True,False,2026-04,995.53,Moderate
Unit-118,Eastern Command,Engineering Equipment,91,Under Maintenance,2481.2,18,2026-04-29,In Transit,400.0,0.72,1276225.37,False,False,False,False,False,False,2026-04,3190.56,Moderate
Unit-124,Central Command,Communication Equipment,177,Decommissioned,3882.4,14,2026-06-03,In Transit,173.0,0.46,1969722.39,False,False,False,False,False,False,2026-06,11385.68,Low
Unit-127,Northern Command,Transport Vehicle,50,Decommissioned,3138.8,1,2026-01-14,Cancelled,616.0,0.86,157612.85,False,False,False,False,False,False,2026-01,255.87,High
Unit-127,Central Command,Transport Vehicle,102,Operational,3895.7,21,2026-04-13,In Transit,752.0,0.66,2453991.24,False,False,False,False,False,False,2026-04,3263.29,Moderate
Unit-115,Eastern Command,Medical Unit,44,Operational,64.2,17,2026-01-21,Cancelled,146.0,0.74,1909072.16,False,False,False,False,False,False,2026-01,13075.84,Moderate
Unit-100,Northern Command,Artillery Support,186,Operational,1143.8,18,2026-02-24,Cancelled,649.0,0.52,500664.23,False,False,False,False,False,False,2026-02,771.44,Low
Unit-127,Southern Command,Medical Unit,4,Under Maintenance,2516.2,18,2026-07-25,Delayed,169.0,0.87,1802519.62,False,False,False,False,False,False,2026-07,10665.8,High
Unit-115,Southern Command,Engineering Equipment,43,Awaiting Parts,1408.3,17,2026-03-08,Delivered,603.0,0.66,833999.91,False,False,False,False,False,False,2026-03,1383.08,Moderate
Unit-118,Eastern Command,Medical Unit,54,Decommissioned,3931.2,35,2026-06-03,Cancelled,57.0,0.68,2227549.35,False,False,False,False,False,False,2026-06,39079.81,Moderate
Unit-106,Western Command,Medical Unit,148,Decommissioned,2898.3,11,2026-01-03,In Transit,725.0,0.79,2393506.83,False,False,False,False,False,False,2026-01,3301.39,Moderate
Unit-127,Western Command,Communication Equipment,7,Operational,3364.5,12,2026-05-29,Cancelled,366.0,0.61,722393.55,False,False,False,False,False,False,2026-05,1973.75,Moderate
Unit-112,Northern Command,Engineering Equipment,83,Operational,3716.7,29,2026-07-26,Delayed,473.0,0.46,905058.91,False,False,False,False,False,False,2026-07,1913.44,Low
Unit-100,Western Command,Medical Unit,47,Under Maintenance,2481.2,40,2026-07-08,Delivered,476.0,0.72,1717730.96,True,False,False,False,False,False,2026-07,3608.68,Moderate
Unit-121,Southern Command,Artillery Support,160,Operational,4133.0,30,2026-05-25,Delayed,33.0,0.52,1477111.67,False,False,False,False,False,False,2026-05,44760.96,Low
Unit-115,Central Command,Medical Unit,126,Operational,3358.8,9,2026-06-04,Delayed,207.0,0.41,1640691.99,False,False,False,False,False,False,2026-06,7926.05,Low
Unit-103,Northern Command,Transport Vehicle,207,Awaiting Parts,1004.5,19,2026-01-23,In Transit,149.0,0.89,1027483.24,False,False,False,False,False,False,2026-01,6895.86,High
Unit-109,Northern Command,Engineering Equipment,181,Under Maintenance,125.3,17,2026-01-18,Delayed,540.0,0.43,1984321.06,False,False,False,False,False,False,2026-01,3674.67,Low
Unit-121,Western Command,Artillery Support,35,Decommissioned,2331.6,15,2026-07-11,Delivered,320.0,0.58,1438866.31,False,False,False,False,False,False,2026-07,4496.46,Low
Unit-115,Western Command,Communication Equipment,197,Awaiting Parts,2308.3,20,2026-04-13,Cancelled,141.0,0.43,2098633.1,False,False,False,False,False,False,2026-04,14883.92,Low
Unit-112,Western Command,Transport Vehicle,161,Operational,3235.6,2,2026-05-18,Delayed,530.0,0.8,391281.77,False,False,False,False,False,False,2026-05,738.27,High
Unit-121,Southern Command,Medical Unit,107,Under Maintenance,1460.4,22,2026-04-23,Delayed,798.0,0.66,1882003.43,False,False,False,False,False,False,2026-04,2358.4,Moderate
Unit-100,Northern Command,Transport Vehicle,47,Decommissioned,176.8,30,2026-03-25,Delivered,572.0,0.68,1254348.37,False,False,False,False,False,False,2026-03,2192.92,Moderate
Unit-109,Northern Command,Engineering Equipment,44,Decommissioned,56.4,12,2026-03-15,Delivered,376.0,0.69,1254136.03,False,False,False,False,False,False,2026-03,3335.47,Moderate
Unit-124,Eastern Command,Medical Unit,169,Decommissioned,3563.9,9,2026-04-04,Delayed,487.0,0.95,1412512.03,False,False,False,False,False,False,2026-04,2900.44,High
Unit-115,Northern Command,Engineering Equipment,204,Decommissioned,309.5,7,2026-02-11,Cancelled,580.0,0.81,1880295.71,False,False,False,False,False,False,2026-02,3241.89,High
Unit-121,Eastern Command,Medical Unit,157,Operational,2493.8,13,2026-07-16,Delayed,776.0,0.55,1007826.77,False,False,False,False,False,False,2026-07,1298.75,Low
Unit-124,Central Command,Communication Equipment,169,Operational,3741.4,30,2026-03-06,In Transit,260.0,0.84,552782.94,False,False,False,False,False,False,2026-03,2126.09,High
Unit-127,Northern Command,Communication Equipment,225,Decommissioned,2122.4,38,2026-03-18,Delayed,363.0,0.73,253593.32,False,False,False,False,False,False,2026-03,698.6,Moderate
Unit-106,Northern Command,Communication Equipment,188,Under Maintenance,2481.2,28,2026-06-20,Cancelled,651.0,0.48,1755014.78,True,False,False,False,False,False,2026-06,2695.88,Low
Unit-106,Southern Command,Transport Vehicle,66,Awaiting Parts,3563.5,29,2026-05-25,Cancelled,334.0,0.83,609660.21,False,False,False,False,False,False,2026-05,1825.33,High
Unit-127,Northern Command,Engineering Equipment,53,Decommissioned,1620.4,4,2026-03-05,In Transit,685.0,0.49,608096.62,False,False,False,False,False,False,2026-03,887.73,Low
Unit-115,Western Command,Communication Equipment,28,Operational,4024.3,13,2026-04-09,In Transit,213.0,0.71,62628.93,False,False,False,False,False,False,2026-04,294.03,Moderate
Unit-115,Southern Command,Artillery Support,146,Decommissioned,7134.462499999999,26,2026-03-27,Delayed,343.0,0.94,517614.08,False,False,False,False,True,False,2026-03,1509.08,High
Unit-109,Western Command,Engineering Equipment,195,Decommissioned,4664.7,1,2026-02-27,Unknown,244.0,0.86,2140185.68,False,False,False,True,False,False,2026-02,8771.25,High
Unit-100,Central Command,Artillery Support,20,Under Maintenance,1692.3,19,2026-06-09,Delayed,32.0,0.69,1240205.22,False,False,False,False,False,False,2026-06,38756.41,Moderate
Unit-127,Northern Command,Transport Vehicle,67,Decommissioned,1682.2,16,2026-07-26,Delayed,206.0,0.53,1326012.9,False,False,False,False,False,False,2026-07,6436.96,Low
Unit-103,Eastern Command,Communication Equipment,134,Operational,766.9,6,2026-07-03,Delivered,52.0,0.57,1931417.16,False,False,False,False,False,False,2026-07,37142.64,Low
Unit-112,Western Command,Medical Unit,61,Decommissioned,7134.462499999999,4,2026-02-16,Delayed,242.0,0.69,2093146.74,False,False,False,False,True,False,2026-02,8649.37,Moderate
Unit-124,Eastern Command,Engineering Equipment,165,Under Maintenance,472.8,32,2026-01-04,In Transit,261.0,0.91,546802.15,False,False,False,False,False,False,2026-01,2095.03,High
Unit-100,Eastern Command,Medical Unit,234,Under Maintenance,3240.1,39,2026-05-12,Cancelled,156.0,0.68,395198.62,False,False,False,False,False,False,2026-05,2533.32,Moderate
Unit-118,Eastern Command,Communication Equipment,146,Under Maintenance,357.2,18,2026-01-04,Delayed,383.0,0.62,1820471.47,False,False,False,False,False,False,2026-01,4753.19,Moderate
Unit-127,Western Command,Medical Unit,105,Under Maintenance,2570.5,2,2026-01-15,Delivered,597.0,0.46,904157.49,False,False,False,False,False,False,2026-01,1514.5,Low
Unit-106,Central Command,Transport Vehicle,143,Decommissioned,231.3,5,2026-03-03,Delivered,752.0,0.74,472520.25,False,False,False,False,False,False,2026-03,628.35,Moderate
Unit-124,Southern Command,Engineering Equipment,89,Decommissioned,845.7,5,2026-07-01,In Transit,633.0,0.66,524716.38,False,False,False,False,False,False,2026-07,828.94,Moderate
Unit-109,Northern Command,Transport Vehicle,26,Unknown,1113.8,11,2026-07-28,In Transit,106.0,0.89,1181385.08,False,False,True,False,False,False,2026-07,11145.14,High
Unit-106,Western Command,Engineering Equipment,95,Operational,1677.3,37,2026-04-01,Cancelled,632.0,0.85,2367319.92,False,False,False,False,False,False,2026-04,3745.76,High
Unit-121,Western Command,Engineering Equipment,228,Under Maintenance,1751.6,20,2026-07-12,Delivered,651.0,0.72,1303705.26,False,False,False,False,False,False,2026-07,2002.62,Moderate
Unit-121,Western Command,Transport Vehicle,172,Under Maintenance,7134.462499999999,25,2026-05-19,In Transit,587.0,0.6,999350.25,False,False,False,False,True,False,2026-05,1702.47,Moderate
Unit-106,Western Command,Transport Vehicle,154,Decommissioned,4512.9,5,2026-04-26,Delivered,312.0,0.66,394187.51,False,False,False,False,False,False,2026-04,1263.42,Moderate
Unit-115,Southern Command,Communication Equipment,65,Decommissioned,3702.7,23,2026-03-09,In Transit,611.0,0.49,860530.69,False,False,False,False,False,False,2026-03,1408.4,Low
Unit-112,Southern Command,Transport Vehicle,188,Under Maintenance,3659.9,22,2026-07-01,Cancelled,388.0,0.45,932926.27,False,False,False,False,False,False,2026-07,2404.45,Low
Unit-115,Northern Command,Engineering Equipment,73,Operational,2588.7,17,2026-02-05,In Transit,139.0,0.78,888588.18,False,False,False,False,False,False,2026-02,6392.72,Moderate
Unit-127,Western Command,Communication Equipment,14,Operational,961.3,28,2026-07-02,Delivered,101.0,0.96,856644.76,False,False,False,False,False,False,2026-07,8481.63,High
Unit-103,Western Command,Artillery Support,117,Operational,4374.2,26,2026-06-10,Delivered,51.0,0.64,542742.44,False,False,False,False,False,False,2026-06,10642.01,Moderate
Unit-112,Southern Command,Communication Equipment,184,Unknown,3683.3,8,2026-07-11,Cancelled,129.0,0.92,1306959.45,False,False,True,False,False,False,2026-07,10131.47,High
Unit-115,Western Command,Communication Equipment,163,Decommissioned,4480.9,7,2026-05-14,In Transit,518.0,0.98,988580.48,False,False,False,False,False,False,2026-05,1908.46,High
Unit-112,Central Command,Communication Equipment,174,Operational,144.5,27,2026-03-21,Delayed,165.0,0.66,940658.5,False,False,False,False,False,False,2026-03,5700.96,Moderate
Unit-124,Southern Command,Communication Equipment,192,Operational,3950.5,38,2026-04-11,Delivered,54.0,0.42,1469134.28,False,False,False,False,False,False,2026-04,27206.19,Low
Unit-121,Eastern Command,Transport Vehicle,211,Under Maintenance,2413.8,40,2026-04-04,In Transit,246.0,0.84,491587.19,False,False,False,False,False,False,2026-04,1998.32,High
Unit-118,Northern Command,Transport Vehicle,67,Decommissioned,3178.6,12,2026-05-01,In Transit,464.0,0.83,1834387.05,False,False,False,False,False,False,2026-05,3953.42,High
Unit-115,Southern Command,Artillery Support,83,Awaiting Parts,4627.9,10,2026-04-23,Cancelled,556.0,0.84,1390383.19,False,False,False,False,False,False,2026-04,2500.69,High
Unit-106,Northern Command,Medical Unit,24,Decommissioned,4330.4,40,2026-02-09,In Transit,754.0,0.47,2029042.38,False,False,False,False,False,False,2026-02,2691.04,Low
Unit-100,Eastern Command,Communication Equipment,165,Awaiting Parts,3157.3,16,2026-06-17,Delivered,161.0,0.85,111967.96,False,False,False,False,False,False,2026-06,695.45,High
Unit-103,Western Command,Artillery Support,51,Decommissioned,3097.8,11,2026-06-08,Cancelled,652.0,0.81,2034493.68,False,False,False,False,False,False,2026-06,3120.39,High
Unit-124,Eastern Command,Artillery Support,98,Awaiting Parts,7134.462499999999,8,2026-04-03,Cancelled,545.0,0.72,556832.32,False,False,False,False,True,False,2026-04,1021.71,Moderate
Unit-115,Northern Command,Artillery Support,83,Awaiting Parts,4345.3,1,2026-06-16,Cancelled,644.0,0.81,877548.3,False,False,False,False,False,False,2026-06,1362.65,High
Unit-109,Central Command,Communication Equipment,71,Decommissioned,788.3,8,2026-05-14,In Transit,791.0,0.43,624059.99,False,False,False,False,False,False,2026-05,788.95,Low
Unit-109,Western Command,Artillery Support,127,Awaiting Parts,7134.462499999999,21,2026-07-06,Cancelled,67.0,0.78,474924.86,False,False,False,False,True,False,2026-07,7088.43,Moderate
Unit-106,Central Command,Transport Vehicle,51,Decommissioned,1706.1,26,2026-06-09,Delivered,582.0,0.53,1490661.83,False,False,False,False,False,False,2026-06,2561.27,Low
Unit-121,Northern Command,Communication Equipment,146,Awaiting Parts,3067.0,9,2026-03-26,Cancelled,39.0,0.72,297190.81,False,False,False,False,False,False,2026-03,7620.28,Moderate
Unit-127,Eastern Command,Communication Equipment,210,Decommissioned,2481.2,2,2026-01-31,Delayed,149.0,0.95,1897658.58,True,False,False,False,False,False,2026-01,12735.96,High
Unit-121,Western Command,Communication Equipment,107,Decommissioned,4037.7,3,2026-07-10,Delayed,688.0,0.68,2066149.18,False,False,False,False,False,False,2026-07,3003.12,Moderate
Unit-100,Central Command,Engineering Equipment,94,Unknown,1453.2,35,2026-02-22,Delayed,764.0,0.92,1279400.99,False,False,True,False,False,False,2026-02,1674.61,High
Unit-127,Western Command,Engineering Equipment,92,Decommissioned,3272.9,14,2026-05-22,In Transit,202.0,0.79,2322412.36,False,False,False,False,False,False,2026-05,11497.09,Moderate
Unit-115,Northern Command,Transport Vehicle,225,Operational,2809.2,28,2026-03-21,Delayed,424.5,0.76,1174248.15,False,True,False,False,False,False,2026-03,2766.19,Moderate
Unit-115,Northern Command,Medical Unit,97,Awaiting Parts,256.7,18,2026-04-15,In Transit,380.0,0.54,2131759.25,False,False,False,False,False,False,2026-04,5609.89,Low
Unit-106,Central Command,Medical Unit,207,Under Maintenance,2481.2,38,2026-05-02,In Transit,179.0,0.73,370910.44,True,False,False,False,False,False,2026-05,2072.13,Moderate
Unit-106,Southern Command,Medical Unit,112,Awaiting Parts,7134.462499999999,33,2026-02-08,In Transit,124.0,0.44,1595659.2,False,False,False,False,True,False,2026-02,12868.22,Low
Unit-106,Northern Command,Medical Unit,168,Operational,101.4,25,2026-04-16,Delayed,537.0,0.68,2053821.68,False,False,False,False,False,False,2026-04,3824.62,Moderate
Unit-127,Northern Command,Transport Vehicle,44,Awaiting Parts,3739.9,21,2026-07-25,Delivered,281.0,0.47,963885.41,False,False,False,False,False,False,2026-07,3430.2,Low
Unit-127,Western Command,Transport Vehicle,227,Awaiting Parts,743.6,10,2026-02-08,Delivered,800.0,0.92,1863019.57,False,False,False,False,False,False,2026-02,2328.77,High
Unit-106,Eastern Command,Artillery Support,63,Under Maintenance,4230.1,29,2026-07-19,Delivered,210.0,0.95,1770977.7,False,False,False,False,False,False,2026-07,8433.23,High
Unit-103,Northern Command,Communication Equipment,201,Under Maintenance,2416.3,11,2026-04-22,In Transit,108.0,0.88,2430560.36,False,False,False,False,False,False,2026-04,22505.19,High
Unit-112,Western Command,Engineering Equipment,104,Operational,3383.1,14,2026-03-06,Cancelled,122.0,0.65,1349108.76,False,False,False,False,False,False,2026-03,11058.27,Moderate
Unit-100,Eastern Command,Transport Vehicle,164,Decommissioned,625.4,16,2026-04-10,In Transit,37.0,0.62,999883.09,False,False,False,False,False,False,2026-04,27023.87,Moderate
Unit-112,Eastern Command,Medical Unit,38,Decommissioned,3066.3,19,2026-03-02,Delayed,162.0,0.41,1405927.58,False,False,False,False,False,False,2026-03,8678.57,Low
Unit-109,Northern Command,Communication Equipment,145,Under Maintenance,3187.8,2,2026-03-04,Delayed,20.0,0.42,169268.03,False,False,False,False,False,False,2026-03,8463.4,Low
Unit-121,Northern Command,Transport Vehicle,1,Under Maintenance,1201.3,2,2026-06-15,In Transit,151.0,0.78,1344220.2,False,False,False,False,False,False,2026-06,8902.12,Moderate
Unit-112,Eastern Command,Transport Vehicle,106,Awaiting Parts,3692.0,31,2026-04-22,In Transit,113.0,0.78,1176270.51,False,False,False,False,False,False,2026-04,10409.47,Moderate
Unit-127,Northern Command,Medical Unit,5,Awaiting Parts,3621.4,25,2026-05-07,Delayed,626.0,0.47,140415.66,False,False,False,False,False,False,2026-05,224.31,Low
Unit-100,Northern Command,Engineering Equipment,235,Awaiting Parts,3159.8,2,2026-06-09,In Transit,144.0,0.71,1112543.62,False,False,False,False,False,False,2026-06,7726.0,Moderate
Unit-121,Northern Command,Engineering Equipment,56,Under Maintenance,2434.8,36,2026-06-20,In Transit,685.0,0.4,2452215.55,False,False,False,False,False,False,2026-06,3579.88,Low
Unit-103,Central Command,Transport Vehicle,100,Decommissioned,1653.0,36,2026-03-03,Delayed,428.0,0.61,1743574.95,False,False,False,False,False,False,2026-03,4073.77,Moderate
Unit-118,Southern Command,Communication Equipment,249,Unknown,3454.3,14,2026-03-29,Delayed,434.0,0.99,2455610.73,False,False,True,False,False,False,2026-03,5658.09,High
Unit-127,Western Command,Transport Vehicle,22,Under Maintenance,3765.5,14,2026-02-14,In Transit,420.0,0.99,197746.82,False,False,False,False,False,False,2026-02,470.83,High
Unit-121,Western Command,Artillery Support,2,Decommissioned,708.9,22,2026-06-28,Delayed,744.0,0.49,1430007.88,False,False,False,False,False,False,2026-06,1922.05,Low
Unit-121,Northern Command,Artillery Support,100,Awaiting Parts,2277.2,16,2026-07-19,Delivered,161.0,0.55,2435536.07,False,False,False,False,False,False,2026-07,15127.55,Low
Unit-103,Central Command,Transport Vehicle,53,Operational,3623.9,39,2026-05-16,Cancelled,424.0,0.54,896289.03,False,False,False,False,False,False,2026-05,2113.89,Low
Unit-109,Central Command,Transport Vehicle,111,Under Maintenance,3429.7,11,2026-05-25,Delayed,344.0,0.71,1942102.89,False,False,False,False,False,False,2026-05,5645.65,Moderate
Unit-106,Eastern Command,Medical Unit,170,Operational,1691.6,30,2026-03-19,In Transit,116.0,0.46,634863.18,False,False,False,False,False,False,2026-03,5472.96,Low
Unit-100,Southern Command,Transport Vehicle,71,Decommissioned,1902.4,13,2026-04-20,Cancelled,440.0,0.84,1759931.47,False,False,False,False,False,False,2026-04,3999.84,High
Unit-115,Central Command,Engineering Equipment,197,Decommissioned,2481.2,21,2026-03-31,Delivered,94.0,0.94,2046125.85,True,False,False,False,False,False,2026-03,21767.3,High
Unit-118,Northern Command,Transport Vehicle,106,Operational,2514.5,36,2026-02-08,In Transit,656.0,0.76,979927.7,False,False,False,False,False,False,2026-02,1493.79,Moderate
Unit-103,Western Command,Medical Unit,121,Awaiting Parts,413.1,22,2026-03-23,Cancelled,785.0,0.69,683366.12,False,False,False,False,False,False,2026-03,870.53,Moderate
Unit-115,Western Command,Medical Unit,182,Operational,4486.0,13,2026-02-06,Delivered,615.0,0.73,2343641.85,False,False,False,False,False,False,2026-02,3810.8,Moderate
Unit-115,Western Command,Engineering Equipment,80,Decommissioned,1026.9,20,2026-04-23,Delivered,717.0,0.56,1015229.04,False,False,False,False,False,False,2026-04,1415.94,Low
Unit-121,Southern Command,Artillery Support,31,Under Maintenance,3430.6,2,2026-04-07,Cancelled,297.0,0.6,419715.21,False,False,False,False,False,False,2026-04,1413.18,Moderate
Unit-112,Central Command,Medical Unit,200,Unknown,1806.0,14,2026-03-10,Cancelled,723.0,0.55,1093955.95,False,False,True,False,False,False,2026-03,1513.08,Low
Unit-115,Southern Command,Medical Unit,2,Awaiting Parts,2010.3,23,2026-01-30,Cancelled,363.0,0.64,210344.97,False,False,False,False,False,False,2026-01,579.46,Moderate
Unit-124,Northern Command,Medical Unit,5,Decommissioned,2220.8,38,2026-06-19,In Transit,49.0,0.65,1435711.24,False,False,False,False,False,False,2026-06,29300.23,Moderate
Unit-112,Southern Command,Medical Unit,231,Operational,1311.9,25,2026-04-15,Delayed,475.0,0.99,2201259.67,False,False,False,False,False,False,2026-04,4634.23,High
Unit-115,Southern Command,Communication Equipment,168,Operational,227.2,28,2026-05-14,Delayed,65.0,0.61,1712595.82,False,False,False,False,False,False,2026-05,26347.63,Moderate
Unit-103,Southern Command,Communication Equipment,216,Awaiting Parts,2029.9,31,2026-07-26,In Transit,210.0,0.83,401377.25,False,False,False,False,False,False,2026-07,1911.32,High
Unit-112,Western Command,Artillery Support,120,Under Maintenance,1361.9,18,2026-01-28,Cancelled,644.0,0.51,597144.14,False,False,False,False,False,False,2026-01,927.24,Low
Unit-127,Northern Command,Transport Vehicle,43,Awaiting Parts,4335.4,5,2026-07-30,Cancelled,217.0,0.55,2455207.64,False,False,False,False,False,False,2026-07,11314.32,Low
Unit-118,Central Command,Communication Equipment,122,Awaiting Parts,4707.8,10,2026-05-22,Delayed,130.0,0.76,975029.37,False,False,False,False,False,False,2026-05,7500.23,Moderate
Unit-106,Central Command,Communication Equipment,55,Operational,3351.7,29,2026-06-10,Delivered,699.0,0.51,140595.23,False,False,False,False,False,False,2026-06,201.14,Low
Unit-118,Central Command,Engineering Equipment,154,Under Maintenance,3478.8,2,2026-04-28,Delayed,295.0,0.67,694945.51,False,False,False,False,False,False,2026-04,2355.75,Moderate
Unit-112,Western Command,Transport Vehicle,3,Awaiting Parts,2481.2,17,2026-03-22,Delayed,506.0,0.72,1390155.48,True,False,False,False,False,False,2026-03,2747.34,Moderate
Unit-121,Western Command,Engineering Equipment,64,Under Maintenance,2837.5,23,2026-01-10,In Transit,608.0,0.76,61366.74,False,False,False,False,False,False,2026-01,100.93,Moderate
Unit-112,Southern Command,Artillery Support,78,Decommissioned,2808.7,25,2026-01-31,Delayed,96.0,0.52,2269601.78,False,False,False,False,False,False,2026-01,23641.69,Low
Unit-109,Western Command,Medical Unit,91,Under Maintenance,4535.3,39,2026-01-23,Delivered,685.0,0.65,299953.57,False,False,False,False,False,False,2026-01,437.89,Moderate
Unit-115,Central Command,Transport Vehicle,36,Awaiting Parts,3386.3,7,2026-03-28,Cancelled,43.0,0.97,934092.39,False,False,False,False,False,False,2026-03,21723.08,High
Unit-106,Eastern Command,Medical Unit,65,Under Maintenance,4839.3,14,2026-07-11,Cancelled,518.0,0.5,1686190.77,False,False,False,False,False,False,2026-07,3255.19,Low
Unit-103,Western Command,Engineering Equipment,244,Awaiting Parts,706.4,40,2026-05-11,Delivered,740.0,0.62,1269825.49,False,False,False,False,False,False,2026-05,1715.98,Moderate
Unit-115,Northern Command,Communication Equipment,206,Under Maintenance,1996.8,19,2026-01-14,Delivered,120.0,0.92,1312869.37,False,False,False,False,False,False,2026-01,10940.58,High
Unit-121,Western Command,Engineering Equipment,158,Under Maintenance,1629.4,2,2026-02-20,Cancelled,185.0,0.78,731585.52,False,False,False,False,False,False,2026-02,3954.52,Moderate
Unit-124,Eastern Command,Transport Vehicle,134,Awaiting Parts,702.7,0,2026-05-23,Delivered,691.0,0.89,2443296.73,False,False,False,False,False,False,2026-05,3535.89,High
Unit-121,Eastern Command,Artillery Support,63,Operational,3968.8,2,2026-03-13,Cancelled,490.0,0.41,1365369.74,False,False,False,False,False,False,2026-03,2786.47,Low
Unit-124,Western Command,Artillery Support,106,Under Maintenance,2481.2,36,2026-06-04,In Transit,603.0,1.0,3537507.31875,True,False,False,False,False,True,2026-06,5866.51,High
Unit-100,Central Command,Communication Equipment,119,Awaiting Parts,4920.0,32,2026-01-27,In Transit,424.5,1.0,1360437.58,False,True,False,False,False,False,2026-01,3204.8,High
Unit-106,Southern Command,Transport Vehicle,20,Under Maintenance,1088.0,8,2026-02-07,Delayed,244.0,0.43,696396.13,False,False,False,False,False,False,2026-02,2854.08,Low
Unit-115,Northern Command,Artillery Support,173,Under Maintenance,4039.7,3,2026-07-14,Cancelled,243.0,0.51,1136715.37,False,False,False,False,False,False,2026-07,4677.84,Low
Unit-112,Central Command,Engineering Equipment,239,Decommissioned,4997.5,19,2026-06-13,Delivered,325.0,0.86,82455.98,False,False,False,False,False,False,2026-06,253.71,High
Unit-109,Northern Command,Communication Equipment,18,Awaiting Parts,2743.5,6,2026-03-22,Cancelled,236.0,1.0,1848299.04,False,False,False,False,False,False,2026-03,7831.78,High
Unit-115,Southern Command,Transport Vehicle,75,Operational,4772.6,31,2026-04-25,Delivered,563.0,0.88,379210.5,False,False,False,False,False,False,2026-04,673.55,High
Unit-106,Southern Command,Engineering Equipment,17,Awaiting Parts,422.2,20,2026-04-01,Delayed,318.0,0.43,1470306.72,False,False,False,False,False,False,2026-04,4623.61,Low
